source,frame_id,point_id,x,y,z,doppler,snr,noise
right,107,1,-2.8107,3.388,-0.9369,0,162,567
right,107,2,4.385,7.989,-1.3703,0,143,477
right,107,3,-1.3384,2.6117,-0.6246,5.1869,229,341
right,108,1,-2.8107,3.388,-0.9369,0,161,568
right,108,2,4.659,7.8323,-1.3703,0,142,478
right,108,3,-1.3384,2.6117,-0.6246,5.1869,208,357
right,109,1,-2.8107,3.388,-0.9369,0,164,566
right,109,2,4.385,7.989,-1.3703,0,140,480
right,109,3,-1.3384,2.6117,-0.6246,5.1869,223,345
right,110,1,-2.8107,3.388,-0.9369,0,161,568
right,110,2,4.385,7.989,-1.3703,0,140,481
right,110,3,-1.3384,2.6117,-0.6246,5.1869,229,341
right,111,1,-2.8107,3.388,-0.9369,0,161,568
right,111,2,4.385,7.989,-1.3703,0,143,478
right,111,3,-1.3384,2.6117,-0.6246,5.1869,229,339
right,112,1,-2.8107,3.388,-0.9369,0,161,567
right,112,2,4.385,7.989,-1.3703,0,144,477
right,112,3,-1.3384,2.6117,-0.6246,5.1869,221,349
right,113,1,-2.8107,3.388,-0.9369,0,161,568
right,113,2,4.659,7.8323,-1.3703,0,143,478
right,113,3,-1.3384,2.6117,-0.6246,5.1869,223,347
right,114,1,-2.8107,3.388,-0.9369,0,162,567
right,114,2,4.385,7.989,-1.3703,0,144,478
right,114,3,-1.4277,2.5641,-0.6246,5.1869,218,348
right,115,1,-2.8107,3.388,-0.9369,0,160,569
right,115,2,4.385,7.989,-1.3703,0,144,477
right,115,3,-1.3384,2.6117,-0.6246,5.1869,231,338
right,116,1,-0.325,3.5487,-0.7584,0,124,488
right,116,2,-2.8107,3.388,-0.9369,0,163,566
right,116,3,4.385,7.989,-1.3703,0,143,479
right,116,4,-1.3384,2.6117,-0.6246,5.1869,228,341
right,117,1,-0.325,3.5238,-0.8668,0,121,491
right,117,2,-2.8107,3.388,-0.9369,0,161,568
right,117,3,4.385,7.989,-1.3703,0,145,476
right,117,4,-1.3384,2.6117,-0.6246,5.1869,212,355
right,118,1,-0.325,3.5238,-0.8668,0,119,490
right,118,2,-2.8107,3.388,-0.9369,0,161,567
right,118,3,4.385,7.989,-1.3703,0,142,480
right,118,4,-1.4277,2.5641,-0.6246,5.1869,217,352
right,119,1,-2.8107,3.388,-0.9369,0,162,566
right,119,2,4.385,7.989,-1.3703,0,145,478
right,119,3,-1.3384,2.6117,-0.6246,5.1869,222,347
right,120,1,-2.8107,3.388,-0.9369,0,161,567
right,120,2,4.385,7.989,-1.3703,0,145,477
right,120,3,-1.3384,2.6117,-0.6246,5.1869,219,349
right,121,1,-2.8107,3.388,-0.9369,0,161,568
right,121,2,4.385,7.989,-1.3703,0,147,475
right,121,3,-1.3384,2.6117,-0.6246,5.1869,223,347
right,122,1,-2.8107,3.388,-0.9369,0,161,567
right,122,2,4.385,7.989,-1.3703,0,143,479
right,122,3,-1.3384,2.6117,-0.6246,5.1869,220,347
right,123,1,-2.8107,3.388,-0.9369,0,162,567
right,123,2,4.385,7.989,-1.3703,0,144,478
right,123,3,-1.3384,2.6117,-0.6246,5.1869,218,351
right,124,1,-2.8107,3.388,-0.9369,0,164,566
right,124,2,4.385,7.989,-1.3703,0,145,477
right,124,3,-1.3384,2.6117,-0.6246,5.1869,226,344
right,125,1,-2.8107,3.388,-0.9369,0,163,566
right,125,2,4.385,7.989,-1.3703,0,144,478
right,125,3,-1.3384,2.6117,-0.6246,5.1869,222,344
right,126,1,-0.2167,3.3531,-1.4085,0,113,491
