source,frame_id,imu_idx,quat_w,quat_x,quat_y,quat_z,accel_x,accel_y,accel_z,free_accel_x,free_accel_y,free_accel_z,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z,rate_x,rate_y,rate_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,temperature,status_byte,packet_counter,time_fine
left,31,1,0.999379,-0.00273136,0.0351231,-2.03364e-05,-0.654048,-0.0238116,9.79101,-0.451248,-0.0904607,0.781871,-0.00654514,-0.000246609,0.0979097,1,4.26358e-05,-2.38234e-05,1.09712e-05,0.00852716,-0.00476469,0.00219424,0.999379,-0.00273136,0.0351231,-2.03364e-05,0.589734,0.130439,-0.705357,35.1875,1,63042,6352786
left,31,2,0.999379,-0.00273136,0.0351231,-2.03364e-05,-0.654048,-0.0238116,9.79101,-0.451248,-0.0904607,0.781871,-0.00654514,-0.000246609,0.0979097,1,4.26358e-05,-2.38234e-05,1.09712e-05,0.00852716,-0.00476469,0.00219424,0.999379,-0.00273136,0.0351231,-2.03364e-05,0.589734,0.130439,-0.705357,35.1875,1,63042,6352786
left,31,3,0.999379,-0.00273136,0.0351231,-2.03364e-05,-0.654048,-0.0238116,9.79101,-0.451248,-0.0904607,0.781871,-0.00654514,-0.000246609,0.0979097,1,4.26358e-05,-2.38234e-05,1.09712e-05,0.00852716,-0.00476469,0.00219424,0.999379,-0.00273136,0.0351231,-2.03364e-05,0.589734,0.130439,-0.705357,35.1875,1,63042,6352786
left,31,4,0.99938,-0.00269976,0.0351098,-1.71503e-05,-0.684038,-0.0333826,9.77756,-0.480443,-0.0982744,0.767928,-0.00684292,-0.000340005,0.0977754,1,3.1298e-05,-1.30052e-05,4.29693e-06,0.0062596,-0.00260103,0.000859385,0.99938,-0.00269976,0.0351098,-1.71503e-05,0.591149,0.131412,-0.705847,35.1875,1,63043,6352886
right,14,1,0.99938,-0.00269976,0.0351098,-1.71503e-05,-0.684038,-0.0333826,9.77756,-0.480443,-0.0982744,0.767928,-0.00684292,-0.000340005,0.0977754,1,3.1298e-05,-1.30052e-05,4.29693e-06,0.0062596,-0.00260103,0.000859385,0.99938,-0.00269976,0.0351098,-1.71503e-05,0.591149,0.131412,-0.705847,35.1875,1,63043,6352886
right,14,2,0.99938,-0.00269976,0.0351098,-1.71503e-05,-0.684038,-0.0333826,9.77756,-0.480443,-0.0982744,0.767928,-0.00684292,-0.000340005,0.0977754,1,3.1298e-05,-1.30052e-05,4.29693e-06,0.0062596,-0.00260103,0.000859385,0.99938,-0.00269976,0.0351098,-1.71503e-05,0.591149,0.131412,-0.705847,35.1875,1,63043,6352886
right,14,3,0.99938,-0.00264066,0.0351007,-2.06635e-05,-0.68805,-0.0445189,9.79071,-0.485331,-0.117366,0.781725,-0.00688223,-0.000456738,0.0979069,1,5.90832e-05,-8.8342e-06,-1.46199e-06,0.0118166,-0.00176684,-0.000292397,0.99938,-0.00264066,0.0351007,-2.06635e-05,0.589698,0.133357,-0.704787,35.1875,1,63044,6352986
right,14,4,0.99938,-0.00264066,0.0351007,-2.06635e-05,-0.68805,-0.0445189,9.79071,-0.485331,-0.117366,0.781725,-0.00688223,-0.000456738,0.0979069,1,5.90832e-05,-8.8342e-06,-1.46199e-06,0.0118166,-0.00176684,-0.000292397,0.99938,-0.00264066,0.0351007,-2.06635e-05,0.589698,0.133357,-0.704787,35.1875,1,63044,6352986
right,14,5,0.99938,-0.00264066,0.0351007,-2.06635e-05,-0.68805,-0.0445189,9.79071,-0.485331,-0.117366,0.781725,-0.00688223,-0.000456738,0.0979069,1,5.90832e-05,-8.8342e-06,-1.46199e-06,0.0118166,-0.00176684,-0.000292397,0.99938,-0.00264066,0.0351007,-2.06635e-05,0.589698,0.133357,-0.704787,35.1875,1,63044,6352986
right,14,6,0.999381,-0.00259476,0.0350914,-1.89389e-05,-0.670338,-0.0482115,9.78717,-0.466396,-0.12211,0.781909,-0.00670511,-0.000491049,0.0978716,1,4.54504e-05,-8.87749e-06,2.74747e-06,0.00909007,-0.0017755,0.000549495,0.999381,-0.00259476,0.0350914,-1.89389e-05,0.589772,0.133303,-0.701758,35.1875,1,63045,6353086
left,32,1,0.999381,-0.00259476,0.0350914,-1.89389e-05,-0.670338,-0.0482115,9.78717,-0.466396,-0.12211,0.781909,-0.00670511,-0.000491049,0.0978716,1,4.54504e-05,-8.87749e-06,2.74747e-06,0.00909007,-0.0017755,0.000549495,0.999381,-0.00259476,0.0350914,-1.89389e-05,0.589772,0.133303,-0.701758,35.1875,1,63045,6353086
left,32,2,0.999381,-0.00259476,0.0350914,-1.89389e-05,-0.670338,-0.0482115,9.78717,-0.466396,-0.12211,0.781909,-0.00670511,-0.000491049,0.0978716,1,4.54504e-05,-8.87749e-06,2.74747e-06,0.00909007,-0.0017755,0.000549495,0.999381,-0.00259476,0.0350914,-1.89389e-05,0.589772,0.133303,-0.701758,35.1875,1,63045,6353086
left,32,3,0.999381,-0.00254468,0.0350797,-2.71152e-05,-0.658127,-0.0406162,9.78885,-0.456455,-0.116687,0.782979,-0.00658352,-0.000415894,0.0978883,1,5.01332e-05,-1.14774e-05,-6.30314e-06,0.0100266,-0.00229547,-0.00126063,0.999381,-0.00254468,0.0350797,-2.71152e-05,0.588365,0.131843,-0.701279,35.1875,1,63046,6353186
right,15,1,0.999381,-0.00254468,0.0350797,-2.71152e-05,-0.658127,-0.0406162,9.78885,-0.456455,-0.116687,0.782979,-0.00658352,-0.000415894,0.0978883,1,5.01332e-05,-1.14774e-05,-6.30314e-06,0.0100266,-0.00229547,-0.00126063,0.999381,-0.00254468,0.0350797,-2.71152e-05,0.588365,0.131843,-0.701279,35.1875,1,63046,6353186
right,15,2,0.999381,-0.00254468,0.0350797,-2.71152e-05,-0.658127,-0.0406162,9.78885,-0.456455,-0.116687,0.782979,-0.00658352,-0.000415894,0.0978883,1,5.01332e-05,-1.14774e-05,-6.30314e-06,0.0100266,-0.00229547,-0.00126063,0.999381,-0.00254468,0.0350797,-2.71152e-05,0.588365,0.131843,-0.701279,35.1875,1,63046,6353186
right,15,3,0.999382,-0.00250087,0.0350599,-2.40748e-05,-0.665496,-0.0362519,9.78658,-0.464012,-0.109014,0.774052,-0.00665881,-0.000371067,0.0978655,1,4.33697e-05,-1.97369e-05,4.45874e-06,0.00867394,-0.00394738,0.000891749,0.999382,-0.00250087,0.0350599,-2.40748e-05,0.588834,0.131848,-0.701786,35.1875,1,63047,6353286
right,15,4,0.999382,-0.00250087,0.0350599,-2.40748e-05,-0.665496,-0.0362519,9.78658,-0.464012,-0.109014,0.774052,-0.00665881,-0.000371067,0.0978655,1,4.33697e-05,-1.97369e-05,4.45874e-06,0.00867394,-0.00394738,0.000891749,0.999382,-0.00250087,0.0350599,-2.40748e-05,0.588834,0.131848,-0.701786,35.1875,1,63047,6353286
right,15,5,0.999382,-0.00250087,0.0350599,-2.40748e-05,-0.665496,-0.0362519,9.78658,-0.464012,-0.109014,0.774052,-0.00665881,-0.000371067,0.0978655,1,4.33697e-05,-1.97369e-05,4.45874e-06,0.00867394,-0.00394738,0.000891749,0.999382,-0.00250087,0.0350599,-2.40748e-05,0.588834,0.131848,-0.701786,35.1875,1,63047,6353286
right,15,6,0.999382,-0.00246451,0.0350612,-1.86093e-05,-0.656543,-0.0267081,9.7954,-0.448791,-0.105574,0.780196,-0.00656516,-0.000274203,0.097954,1,3.59025e-05,1.33917e-06,6.74626e-06,0.0071805,0.000267833,0.00134925,0.999382,-0.00246451,0.0350612,-1.86093e-05,0.591108,0.132406,-0.706835,35.1875,1,63048,6353386
left,33,1,0.999382,-0.00246451,0.0350612,-1.86093e-05,-0.656543,-0.0267081,9.7954,-0.448791,-0.105574,0.780196,-0.00656516,-0.000274203,0.097954,1,3.59025e-05,1.33917e-06,6.74626e-06,0.0071805,0.000267833,0.00134925,0.999382,-0.00246451,0.0350612,-1.86093e-05,0.591108,0.132406,-0.706835,35.1875,1,63048,6353386
left,33,2,0.999382,-0.00246451,0.0350612,-1.86093e-05,-0.656543,-0.0267081,9.7954,-0.448791,-0.105574,0.780196,-0.00656516,-0.000274203,0.097954,1,3.59025e-05,1.33917e-06,6.74626e-06,0.0071805,0.000267833,0.00134925,0.999382,-0.00246451,0.0350612,-1.86093e-05,0.591108,0.132406,-0.706835,35.1875,1,63048,6353386
left,33,3,0.999383,-0.00241159,0.0350482,-1.53592e-05,-0.658898,-0.0224346,9.78834,-0.459971,-0.098749,0.777544,-0.00659138,-0.000234711,0.0978832,1,5.25639e-05,-1.23009e-05,5.62125e-06,0.0105128,-0.00246018,0.00112425,0.999383,-0.00241159,0.0350482,-1.53592e-05,0.592037,0.131458,-0.708881,35.1875,1,63049,6353486
left,33,4,0.999383,-0.00241159,0.0350482,-1.53592e-05,-0.658898,-0.0224346,9.78834,-0.459971,-0.098749,0.777544,-0.00659138,-0.000234711,0.0978832,1,5.25639e-05,-1.23009e-05,5.62125e-06,0.0105128,-0.00246018,0.00112425,0.999383,-0.00241159,0.0350482,-1.53592e-05,0.592037,0.131458,-0.708881,35.1875,1,63049,6353486
left,33,5,0.999383,-0.00241159,0.0350482,-1.53592e-05,-0.658898,-0.0224346,9.78834,-0.459971,-0.098749,0.777544,-0.00659138,-0.000234711,0.0978832,1,5.25639e-05,-1.23009e-05,5.62125e-06,0.0105128,-0.00246018,0.00112425,0.999383,-0.00241159,0.0350482,-1.53592e-05,0.592037,0.131458,-0.708881,35.1875,1,63049,6353486
right,16,1,0.999383,-0.00236713,0.0350524,-9.24494e-06,-0.678814,-0.0356008,9.7758,-0.480808,-0.113221,0.76879,-0.00678713,-0.000364704,0.097758,1,4.39286e-05,5.11093e-06,7.91446e-06,0.00878573,0.00102219,0.00158289,0.999383,-0.00236713,0.0350524,-9.24494e-06,0.591116,0.131918,-0.706846,35.1875,1,63050,6353586
right,16,2,0.999383,-0.00236713,0.0350524,-9.24494e-06,-0.678814,-0.0356008,9.7758,-0.480808,-0.113221,0.76879,-0.00678713,-0.000364704,0.097758,1,4.39286e-05,5.11093e-06,7.91446e-06,0.00878573,0.00102219,0.00158289,0.999383,-0.00236713,0.0350524,-9.24494e-06,0.591116,0.131918,-0.706846,35.1875,1,63050,6353586
right,16,3,0.999383,-0.00236713,0.0350524,-9.24494e-06,-0.678814,-0.0356008,9.7758,-0.480808,-0.113221,0.76879,-0.00678713,-0.000364704,0.097758,1,4.39286e-05,5.11093e-06,7.91446e-06,0.00878573,0.00102219,0.00158289,0.999383,-0.00236713,0.0350524,-9.24494e-06,0.591116,0.131918,-0.706846,35.1875,1,63050,6353586
