frame_id,imu_idx,accel_x,accel_y,accel_z,free_accel_x,free_accel_y,free_accel_z,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z,rate_x,rate_y,rate_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,temperature,status_byte,packet_counter,time_fine
1,1,-0.675354,-0.0785924,9.79127,0.0621451,-0.601547,1.00456,-0.006756,-0.000794895,0.0979124,1,4.4074e-05,-1.27349e-05,2.52293e-05,0.00881481,-0.00254697,0.00504587,0,0,0,0,0.0291118,0.501987,-1.00613,36.6875,1,10069,33830914
1,2,-0.504973,-0.0558613,7.33667,0.0621451,-0.601547,1.00456,-0.00505034,-0.000566845,0.0733666,1,5.42607e-05,-4.34757e-06,2.67718e-05,0.0108521,-0.000869514,0.00535436,0,0,0,0,0.032313,0.508345,-1.00853,36.6875,1,12090,34034467
2,1,-0.504973,-0.0558613,7.33667,0.0621451,-0.601547,1.00456,-0.00505034,-0.000566845,0.0733666,1,5.42607e-05,-4.34757e-06,2.67718e-05,0.0108521,-0.000869514,0.00535436,0,0,0,0,0.032313,0.508345,-1.00853,36.6875,1,12090,34034467
2,2,-0.660884,-0.0740528,9.78814,0.119181,-0.49231,1.00913,-0.00660999,-0.000748706,0.0978813,1,4.07603e-05,-6.00138e-06,1.5039e-05,0.00815206,-0.00120028,0.0030078,0,0,0,0,0.0337279,0.509318,-1.00902,36.6875,1,12091,34034567
3,1,-0.660884,-0.0740528,9.78814,0.119181,-0.49231,1.00913,-0.00660999,-0.000748706,0.0978813,1,4.07603e-05,-6.00138e-06,1.5039e-05,0.00815206,-0.00120028,0.0030078,0,0,0,0,0.0337279,0.509318,-1.00902,36.6875,1,12091,34034567
3,2,-0.655269,-0.0777406,9.79215,0.127312,-0.497033,1.01426,-0.00655658,-0.000787463,0.0979212,1,5.05279e-05,-1.99417e-05,1.23716e-05,0.0101056,-0.00398833,0.00247432,0,0,0,0,0.0313014,0.508389,-1.01055,36.6875,1,12092,34034667
4,1,-0.655269,-0.0777406,9.79215,0.127312,-0.497033,1.01426,-0.00655658,-0.000787463,0.0979212,1,5.05279e-05,-1.99417e-05,1.23716e-05,0.0101056,-0.00398833,0.00247432,0,0,0,0,0.0313014,0.508389,-1.01055,36.6875,1,12092,34034667
4,2,-0.659537,-0.075654,9.79015,0.121548,-0.498726,1.01522,-0.00659603,-0.000765922,0.0979014,1,4.78961e-05,-3.37329e-06,2.90641e-07,0.00957921,-0.000674658,5.81282e-05,0,0,0,0,0.0309632,0.504916,-1.00709,36.6875,1,12093,34034767
7,1,-0.659537,-0.075654,9.79015,0.121548,-0.498726,1.01522,-0.00659603,-0.000765922,0.0979014,1,4.78961e-05,-3.37329e-06,2.90641e-07,0.00957921,-0.000674658,5.81282e-05,0,0,0,0,0.0309632,0.504916,-1.00709,36.6875,1,12093,34034767
7,2,-0.6567,-0.0786338,9.78639,0.121204,-0.500579,1.00924,-0.00656898,-0.000797058,0.0978637,1,5.40931e-05,-1.0183e-05,1.01363e-05,0.0108186,-0.0020366,0.00202725,0,0,0,0,0.0324848,0.505328,-1.00355,36.6875,1,12094,34034867
