source,frame_id,imu_idx,quat_w,quat_x,quat_y,quat_z,accel_x,accel_y,accel_z,free_accel_x,free_accel_y,free_accel_z,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z,rate_x,rate_y,rate_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,temperature,status_byte,packet_counter,time_fine
right,16,3,0.999297,-0.00391988,0.0372762,-0.000136456,-0.733982,-0.0838353,9.78574,0.367272,-0.0977531,0.825612,-0.0073402,-0.000845836,0.0978573,1,3.85493e-05,-1.88683e-06,-4.23752e-06,0.00770986,-0.000377366,-0.000847505,0.999297,-0.00391988,0.0372762,-0.000136456,-0.245037,0.102732,-0.866769,35.0625,1,44172,4464332
right,16,4,0.999297,-0.00391988,0.0372762,-0.000136456,-0.733982,-0.0838353,9.78574,0.367272,-0.0977531,0.825612,-0.0073402,-0.000845836,0.0978573,1,3.85493e-05,-1.88683e-06,-4.23752e-06,0.00770986,-0.000377366,-0.000847505,0.999297,-0.00391988,0.0372762,-0.000136456,-0.245037,0.102732,-0.866769,35.0625,1,44172,4464332
right,16,5,0.999297,-0.00391988,0.0372762,-0.000136456,-0.733982,-0.0838353,9.78574,0.367272,-0.0977531,0.825612,-0.0073402,-0.000845836,0.0978573,1,3.85493e-05,-1.88683e-06,-4.23752e-06,0.00770986,-0.000377366,-0.000847505,0.999297,-0.00391988,0.0372762,-0.000136456,-0.245037,0.102732,-0.866769,35.0625,1,44172,4464332
right,16,6,0.999298,-0.00388041,0.0372617,-0.000140216,-0.735649,-0.0751021,9.78211,0.363694,-0.0860418,0.820445,-0.00735932,-0.00075865,0.0978208,1,3.91472e-05,-1.44337e-05,-2.04889e-06,0.00782944,-0.00288674,-0.000409778,0.999298,-0.00388041,0.0372617,-0.000140216,-0.24606,0.10423,-0.868247,35.0625,1,44173,4464432
left,34,1,0.999298,-0.00388041,0.0372617,-0.000140216,-0.735649,-0.0751021,9.78211,0.363694,-0.0860418,0.820445,-0.00735932,-0.00075865,0.0978208,1,3.91472e-05,-1.44337e-05,-2.04889e-06,0.00782944,-0.00288674,-0.000409778,0.999298,-0.00388041,0.0372617,-0.000140216,-0.24606,0.10423,-0.868247,35.0625,1,44173,4464432
left,34,2,0.999298,-0.00388041,0.0372617,-0.000140216,-0.735649,-0.0751021,9.78211,0.363694,-0.0860418,0.820445,-0.00735932,-0.00075865,0.0978208,1,3.91472e-05,-1.44337e-05,-2.04889e-06,0.00782944,-0.00288674,-0.000409778,0.999298,-0.00388041,0.0372617,-0.000140216,-0.24606,0.10423,-0.868247,35.0625,1,44173,4464432
left,34,3,0.999298,-0.0038341,0.0372575,-0.000125714,-0.731374,-0.0686167,9.7845,0.369398,-0.0811696,0.821425,-0.00731465,-0.000695311,0.0978449,1,4.55435e-05,-4.76451e-06,1.58455e-05,0.00910871,-0.000952903,0.00316911,0.999298,-0.0038341,0.0372575,-0.000125714,-0.244201,0.105226,-0.870253,35.0625,1,44174,4464532
right,17,1,0.999298,-0.0038341,0.0372575,-0.000125714,-0.731374,-0.0686167,9.7845,0.369398,-0.0811696,0.821425,-0.00731465,-0.000695311,0.0978449,1,4.55435e-05,-4.76451e-06,1.58455e-05,0.00910871,-0.000952903,0.00316911,0.999298,-0.0038341,0.0372575,-0.000125714,-0.244201,0.105226,-0.870253,35.0625,1,44174,4464532
right,17,2,0.999298,-0.0038341,0.0372575,-0.000125714,-0.731374,-0.0686167,9.7845,0.369398,-0.0811696,0.821425,-0.00731465,-0.000695311,0.0978449,1,4.55435e-05,-4.76451e-06,1.58455e-05,0.00910871,-0.000952903,0.00316911,0.999298,-0.0038341,0.0372575,-0.000125714,-0.244201,0.105226,-0.870253,35.0625,1,44174,4464532
right,17,3,0.999299,-0.00378283,0.037243,-0.000126158,-0.735112,-0.0722721,9.77432,0.36634,-0.0863101,0.81152,-0.00735401,-0.000732735,0.0977429,1,5.11426e-05,-1.47709e-05,1.12151e-06,0.0102285,-0.00295418,0.000224303,0.999299,-0.00378283,0.037243,-0.000126158,-0.244711,0.106214,-0.870734,35.0625,1,44175,4464632
right,17,4,0.999299,-0.00378283,0.037243,-0.000126158,-0.735112,-0.0722721,9.77432,0.36634,-0.0863101,0.81152,-0.00735401,-0.000732735,0.0977429,1,5.11426e-05,-1.47709e-05,1.12151e-06,0.0102285,-0.00295418,0.000224303,0.999299,-0.00378283,0.037243,-0.000126158,-0.244711,0.106214,-0.870734,35.0625,1,44175,4464632
