source,frame_id,imu_idx,quat_w,quat_x,quat_y,quat_z,accel_x,accel_y,accel_z,free_accel_x,free_accel_y,free_accel_z,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z,rate_x,rate_y,rate_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,temperature,status_byte,packet_counter,time_fine
left,31,2,0.999227,3.08136e-05,0.0393114,9.71082e-05,-0.644004,-0.143775,9.81397,0.139826,0.610333,0.862324,-0.00644305,-0.00144798,0.0981394,1,5.10774e-05,-1.557e-05,1.62629e-05,0.0102155,-0.00311401,0.00325258,0.999227,3.08136e-05,0.0393114,9.71082e-05,0.126196,-0.755445,-0.82392,34.0625,1,16196,8224814
left,31,3,0.999227,8.60231e-05,0.0393215,0.000100623,-0.756025,-0.0714994,9.76343,0.022566,0.680622,0.816013,-0.00755819,-0.000726125,0.0976343,1,5.65239e-05,1.05089e-05,6.1485e-06,0.0113048,0.00210177,0.0012297,0.999227,8.60231e-05,0.0393215,0.000100623,0.126191,-0.757369,-0.825478,34.0625,1,16197,8224914
left,31,4,0.999227,8.60231e-05,0.0393215,0.000100623,-0.756025,-0.0714994,9.76343,0.022566,0.680622,0.816013,-0.00755819,-0.000726125,0.0976343,1,5.65239e-05,1.05089e-05,6.1485e-06,0.0113048,0.00210177,0.0012297,0.999227,8.60231e-05,0.0393215,0.000100623,0.126191,-0.757369,-0.825478,34.0625,1,16197,8224914
left,31,5,0.999227,8.60231e-05,0.0393215,0.000100623,-0.756025,-0.0714994,9.76343,0.022566,0.680622,0.816013,-0.00755819,-0.000726125,0.0976343,1,5.65239e-05,1.05089e-05,6.1485e-06,0.0113048,0.00210177,0.0012297,0.999227,8.60231e-05,0.0393215,0.000100623,0.126191,-0.757369,-0.825478,34.0625,1,16197,8224914
right,14,1,0.999227,0.000114741,0.039317,0.00010369,-0.716471,-0.152559,9.81472,0.0572542,0.609858,0.851708,-0.00716552,-0.00153128,0.098147,1,2.86624e-05,-4.17617e-06,4.33255e-06,0.00573247,-0.000835234,0.00086651,0.999227,0.000114741,0.039317,0.00010369,0.126659,-0.758809,-0.827028,34.0625,1,16198,8225014
right,14,2,0.999227,0.000114741,0.039317,0.00010369,-0.716471,-0.152559,9.81472,0.0572542,0.609858,0.851708,-0.00716552,-0.00153128,0.098147,1,2.86624e-05,-4.17617e-06,4.33255e-06,0.00573247,-0.000835234,0.00086651,0.999227,0.000114741,0.039317,0.00010369,0.126659,-0.758809,-0.827028,34.0625,1,16198,8225014
right,14,3,0.999227,0.000114741,0.039317,0.00010369,-0.716471,-0.152559,9.81472,0.0572542,0.609858,0.851708,-0.00716552,-0.00153128,0.098147,1,2.86624e-05,-4.17617e-06,4.33255e-06,0.00573247,-0.000835234,0.00086651,0.999227,0.000114741,0.039317,0.00010369,0.126659,-0.758809,-0.827028,34.0625,1,16198,8225014
right,14,4,0.999228,0.000153598,0.0392908,0.000116098,-0.686586,-0.134548,9.79705,0.0922863,0.612483,0.843915,-0.00687085,-0.00135349,0.09797,1,3.98808e-05,-2.5662e-05,1.42698e-05,0.00797617,-0.0051324,0.00285397,0.999228,0.000153598,0.0392908,0.000116098,0.128082,-0.758324,-0.827529,34.0625,1,16199,8225114
right,14,5,0.999228,0.000153598,0.0392908,0.000116098,-0.686586,-0.134548,9.79705,0.0922863,0.612483,0.843915,-0.00687085,-0.00135349,0.09797,1,3.98808e-05,-2.5662e-05,1.42698e-05,0.00797617,-0.0051324,0.00285397,0.999228,0.000153598,0.0392908,0.000116098,0.128082,-0.758324,-0.827529,34.0625,1,16199,8225114
right,14,6,0.999228,0.000153598,0.0392908,0.000116098,-0.686586,-0.134548,9.79705,0.0922863,0.612483,0.843915,-0.00687085,-0.00135349,0.09797,1,3.98808e-05,-2.5662e-05,1.42698e-05,0.00797617,-0.0051324,0.00285397,0.999228,0.000153598,0.0392908,0.000116098,0.128082,-0.758324,-0.827529,34.0625,1,16199,8225114
