Frame,Timestamp,X [m],Y [m],Z [m],Doppler [m/s]
1,1733753102.265003,0.2725572884082794,0.9263404607772827,2.044179916381836,0.0
1,1733753102.265003,0.42953652143478394,1.0710184574127197,2.0760931968688965,0.0
1,1733753102.265003,1.4317883253097534,1.241655945777893,-1.4317883253097534,0.0
1,1733753102.265003,-3.0265934467315674,8.452898025512695,1.6508691310882568,0.0
1,1733753102.265003,5.886720180511475,7.195103645324707,0.28032001852989197,0.0
1,1733753102.265003,1.0402028560638428,11.43602466583252,0.6934686303138733,0.0
1,1733753102.265003,0.6986437439918518,11.547815322875977,0.6986437439918518,0.0
2,1733753102.372174,0.20441797375679016,0.7793503999710083,2.112318992614746,0.0
2,1733753102.372174,0.42953652143478394,1.0710184574127197,2.0760931968688965,0.0
2,1733753102.372174,1.4317883253097534,1.241655945777893,-1.4317883253097534,0.0
2,1733753102.372174,-3.0265934467315674,8.452898025512695,1.6508691310882568,0.0
2,1733753102.372174,5.886720180511475,7.195103645324707,0.28032001852989197,0.0
2,1733753102.372174,1.0402028560638428,11.43602466583252,0.6934686303138733,0.0
2,1733753102.372174,0.6986437439918518,11.547815322875977,0.6986437439918518,0.0
3,1733753102.464626,0.42953652143478394,1.0710184574127197,2.0760931968688965,0.0
3,1733753102.464626,1.4317883253097534,1.241655945777893,-1.4317883253097534,0.0
3,1733753102.464626,-3.0265934467315674,8.452898025512695,1.6508691310882568,0.0
3,1733753102.464626,5.886720180511475,7.178703308105469,0.5606400370597839,0.0
3,1733753102.464626,1.0402028560638428,11.43602466583252,0.6934686303138733,0.0
3,1733753102.464626,0.6986437439918518,11.547815322875977,0.6986437439918518,0.0
4,1733753102.563667,0.35794708132743835,0.9492514133453369,2.1476826667785645,0.0
4,1733753102.563667,1.4317883253097534,1.241655945777893,-1.4317883253097534,0.0
4,1733753102.563667,-3.0265934467315674,8.452898025512695,1.6508691310882568,0.0
4,1733753102.563667,5.886720180511475,7.195103645324707,0.28032001852989197,0.0
4,1733753102.563667,1.0402028560638428,11.43602466583252,0.6934686303138733,0.0
4,1733753102.563667,0.6986437439918518,11.547815322875977,0.6986437439918518,0.0
5,1733753102.663837,0.42953652143478394,1.0710184574127197,2.0760931968688965,0.0
5,1733753102.663837,1.4317883253097534,1.241655945777893,-1.4317883253097534,0.0
5,1733753102.663837,-3.0265934467315674,8.452898025512695,1.6508691310882568,0.0
5,1733753102.663837,5.886720180511475,7.195103645324707,0.28032001852989197,0.0
5,1733753102.663837,1.0402028560638428,11.43602466583252,0.6934686303138733,0.0
5,1733753102.663837,0.6986437439918518,11.547815322875977,0.6986437439918518,0.0
6,1733753102.763662,0.1362786442041397,0.7941044569015503,2.112318992614746,0.0
6,1733753102.763662,1.0902291536331177,1.555038332939148,-1.2265079021453857,0.0
6,1733753102.763662,1.158368468284607,1.504967212677002,-1.2265079021453857,0.0
6,1733753102.763662,0.42953652143478394,1.0710184574127197,2.0760931968688965,0.0
6,1733753102.763662,1.4317883253097534,1.241655945777893,-1.4317883253097534,0.0
6,1733753102.763662,-3.0265934467315674,8.452898025512695,1.6508691310882568,0.0
6,1733753102.763662,5.886720180511475,7.195103645324707,0.28032001852989197,0.0
6,1733753102.763662,1.0402028560638428,11.43602466583252,0.6934686303138733,0.0
6,1733753102.763662,0.6986437439918518,11.547815322875977,0.6986437439918518,0.0
7,1733753102.862683,0.06900185346603394,0.8129886984825134,2.1390573978424072,0.0
7,1733753102.862683,1.0350277423858643,1.6209101676940918,-1.2420332431793213,0.0
7,1733753102.862683,0.42953652143478394,1.0710184574127197,2.0760931968688965,0.0
7,1733753102.862683,1.4317883253097534,1.241655945777893,-1.4317883253097534,0.0
7,1733753102.862683,-2.65743350982666,6.209794998168945,0.6132539510726929,0.0
7,1733753102.862683,-3.0265934467315674,8.452898025512695,1.6508691310882568,0.0
7,1733753102.862683,5.886720180511475,7.195103645324707,0.28032001852989197,0.0
7,1733753102.862683,1.0402028560638428,11.43602466583252,0.6934686303138733,0.0
7,1733753102.862683,0.6986437439918518,11.547815322875977,0.6986437439918518,0.0
8,1733753102.963008,0.35794708132743835,0.9492514133453369,2.1476826667785645,0.0
