frame_id,point_id,x,y,z,doppler,snr,noise
94,2,-4.4453,5.7515,-3.0415,0,228,813,4063
94,3,-1.1698,7.789,-0.234,0,228,813,4063
94,4,-3.6264,7.8965,-0.7771,0,169,843,4063
94,5,-3.5484,8.1171,2.4566,0,151,764,4063
95,1,0.1253,1.3859,-0.2089,0,305,748,4097
95,2,0.5821,1.6305,-0.4234,0,171,831,4097
95,3,-4.6793,5.5628,-3.0415,0,224,814,4097
95,4,-1.1698,7.7784,-0.4679,0,224,814,4097
95,5,-3.6264,7.8965,-0.7771,0,166,845,4097
95,6,-3.5484,8.1171,2.4566,0,151,768,4097
95,7,0.259,2.6701,-1.1225,-1.4275,196,611,4097
95,8,1.6405,2.3871,0.259,-1.4275,196,611,4097
96,1,0.0836,1.389,-0.2089,0,304,749,4130
96,2,0.688,1.5377,-0.5821,0,150,832,4130
96,3,1.2032,2.9564,-1.103,0,154,869,4130
96,4,-4.4453,5.6215,-3.2755,0,227,813,4130
96,5,-1.1698,7.789,-0.234,0,227,813,4130
96,6,-3.8855,7.7723,-0.7771,0,169,846,4130
96,7,-3.5484,8.1171,2.4566,0,155,758,4130
97,1,0.1253,1.3859,-0.2089,0,303,750,4163
97,2,0.7409,1.4678,-0.688,0,158,833,4163
97,3,-4.4453,5.6215,-3.2755,0,223,814,4163
97,4,-1.1698,7.7784,-0.4679,0,223,814,4163
97,5,-3.6264,7.8965,-0.7771,0,160,854,4163
97,6,0.6016,1.5745,-0.1003,-0.4758,236,740,4163
98,1,0.1253,1.3859,-0.2089,0,306,748,4197
98,2,0.635,1.5603,-0.5821,0,164,831,4197
98,3,-4.4453,5.6215,-3.2755,0,226,813,4197
98,4,-1.1698,7.7784,-0.4679,0,226,813,4197
98,5,-3.6264,7.8965,-0.7771,0,160,854,4197
99,1,0.1253,1.3859,-0.2089,0,301,752,4230
99,2,0.5821,1.5993,-0.5292,0,171,834,4230
99,3,-1.1698,7.7784,-0.4679,0,218,816,4230
99,4,-4.6793,5.5628,-3.0415,0,218,816,4230
99,5,-3.8855,7.7938,-0.5181,0,166,846,4230
100,1,0.1253,1.3789,-0.2507,0,302,751,4263
100,2,0.5821,1.5808,-0.5821,0,164,835,4263
100,3,-4.4453,5.6215,-3.2755,0,216,820,4263
100,4,-1.1698,7.7784,-0.4679,0,216,820,4263
100,5,-3.6264,7.9177,-0.5181,0,169,841,4263
100,6,0.5398,1.5888,-0.1504,-0.4758,261,747,4263
101,1,0.1253,1.3859,-0.2089,0,300,753,4296
101,2,0.4456,1.7915,-0.3342,0,157,875,4296
101,3,-1.1698,7.7784,-0.4679,0,216,824,4296
101,4,-4.4453,5.6215,-3.2755,0,216,824,4296
101,5,-3.8855,7.7938,-0.5181,0,171,840,4296
101,6,-3.5484,8.1171,2.4566,0,159,757,4296
101,7,0.4094,1.926,-0.0585,-0.4758,173,859,4296
102,1,0.1253,1.3859,-0.2089,0,305,749,4330
102,2,-4.4453,5.6215,-3.2755,0,215,822,4330
102,3,-1.1698,7.7784,-0.4679,0,215,822,4330
102,4,-3.8855,7.7938,-0.5181,0,166,842,4330
102,5,-3.5484,8.1947,2.1837,0,151,764,4330
103,1,0.1253,1.3789,-0.2507,0,307,748,4363
103,2,-4.4453,5.6215,-3.2755,0,217,819,4363
103,3,-1.1698,7.7784,-0.4679,0,217,819,4363
103,4,-3.3674,8.0104,-0.7771,0,171,840,4363
103,5,0.3175,1.741,0.2117,-0.9517,383,585,4363
104,1,0.0836,1.389,-0.2089,0,298,753,4397
104,2,-4.6793,5.5628,-3.0415,0,216,823,4397
104,3,-1.1698,7.7784,-0.4679,0,216,823,4397
104,4,-3.6264,7.8965,-0.7771,0,180,831,4397
104,5,-3.5484,8.1171,2.4566,0,167,749,4397
104,6,0.2507,1.6509,0.2507,-0.9517,355,579,4397
105,1,0.1253,1.3859,-0.2089,0,309,750,4430
105,2,0.7409,1.4915,-0.635,0,165,833,4430
105,3,-4.6793,5.5628,-3.0415,0,217,821,4430
105,4,-1.1698,7.7784,-0.4679,0,217,821,4430
105,5,-3.8855,7.7938,-0.5181,0,171,841,4430
106,1,0.1671,1.3745,-0.2507,0,312,751,4463
106,2,-4.4453,5.6215,-3.2755,0,217,823,4463
106,3,-1.1698,7.7784,-0.4679,0,217,823,4463
106,4,-3.6264,7.8965,-0.7771,0,170,839,4463
107,1,0.1671,1.3814,-0.2089,0,307,747,4496
107,2,-4.6793,5.5628,-3.0415,0,208,831,4496
107,3,-1.1698,7.7784,-0.4679,0,208,831,4496
107,4,-3.6264,7.8965,-0.7771,0,172,841,4496
108,1,0.1671,1.3745,-0.2507,0,316,749,4531
108,2,0.688,1.5166,-0.635,0,168,831,4531
108,3,0.5849,3.2071,-0.3899,0,187,863,4531
108,4,-4.6793,5.5628,-3.0415,0,222,819,4531
108,5,-1.1698,7.7784,-0.4679,0,222,819,4531
108,6,-4.1891,7.7593,0,0,179,830,4531
109,1,0.0836,1.389,-0.2089,0,292,750,4563
109,2,0.6824,3.1743,-0.4874,0,171,878,4563
109,3,-4.6793,5.5628,-3.0415,0,213,821,4563
109,4,-1.1698,7.7784,-0.4679,0,213,821,4563
109,5,-3.8855,7.7938,-0.5181,0,166,845,4563
109,6,-3.5484,8.1171,2.4566,0,154,764,4563
109,7,0.5821,1.6813,0.1058,-0.9517,422,584,4563
109,8,0.5348,1.4024,0,-0.4758,317,704,4563
109,9,-0.0446,1.4017,-0.5348,-0.4758,317,704,4563
110,1,0.1253,1.3789,-0.2507,0,314,748,4597
110,2,0.635,1.5166,-0.688,0,165,831,4597
110,3,0.7799,3.1352,-0.5849,0,163,869,4597
110,4,-4.6793,5.5628,-3.0415,0,211,821,4597
110,5,-1.1698,7.7784,-0.4679,0,211,821,4597
110,6,-3.8855,7.7938,-0.5181,0,164,846,4597
110,7,-3.2755,8.3746,1.9107,0,151,769,4597
111,1,0.1671,1.3662,-0.2925,0,315,753,4631
111,2,0.5849,3.2175,-0.2925,0,157,873,4631
111,3,-4.6793,5.5628,-3.0415,0,210,826,4631
111,4,-1.1698,7.7784,-0.4679,0,210,826,4631
111,5,-3.8855,7.7938,-0.5181,0,160,850,4631
111,6,0.2785,1.801,-0.4456,-0.4758,169,821,4631
112,1,0.117,1.2935,-0.195,0,260,775,4664
112,2,0.6824,3.1578,-0.5849,0,171,876,4664
112,3,-4.4453,5.7515,-3.0415,0,213,822,4664
112,4,-1.1698,7.7784,-0.4679,0,213,822,4664
112,5,-3.8855,7.7938,-0.5181,0,163,846,4664
112,6,0.3704,1.6612,-0.5292,-0.4758,179,783,4664
112,7,0.9526,1.4726,0.3175,-0.4758,179,783,4664
113,1,0,1.4186,-0.4902,0,294,753,4697
113,2,0.713,1.32,-0.0446,0,294,753,4697
113,3,-4.6793,5.5628,-3.0415,0,214,821,4697
113,4,-1.1698,7.7784,-0.4679,0,214,821,4697
113,5,-3.8855,7.7938,-0.5181,0,162,848,4697
113,6,0.688,1.5737,-0.4763,-0.4758,217,776,4697
114,1,0.3565,1.458,0,0,312,750,4731
114,2,1.025,0.8691,0.6685,0,312,750,4731
114,3,0.7409,1.4678,-0.688,0,168,829,4731
114,4,0.7799,3.1518,-0.4874,0,159,873,4731
114,5,-4.6793,5.5628,-3.0415,0,213,824,4731
114,6,-1.1698,7.7784,-0.4679,0,213,824,4731
114,7,-3.8855,7.7938,-0.5181,0,166,844,4731
114,8,-3.5484,8.1171,2.4566,0,151,769,4731
114,9,0.7576,1.4025,0.0473,-0.9517,432,555,4731
115,1,0.0836,1.3821,-0.2507,0,294,750,4764
115,2,0.7409,1.4678,-0.688,0,159,832,4764
115,3,0.6824,3.1878,-0.3899,0,162,870,4764
115,4,-4.6793,5.6845,-2.8076,0,208,826,4764
115,5,-1.1698,7.7784,-0.4679,0,208,826,4764
115,6,-3.8855,7.7938,-0.5181,0,161,848,4764
115,7,2.0054,1.9726,0.0836,-1.9033,190,561,4764
115,8,0.9191,2.2995,-1.3369,-1.9033,190,561,4764
116,1,0.2089,1.3757,-0.2089,0,307,749,4797
116,2,0.688,1.5166,-0.635,0,161,832,4797
116,3,0.6824,3.1878,-0.3899,0,172,872,4797
116,4,-4.6793,5.6845,-2.8076,0,209,825,4797
116,5,-1.1698,7.7784,-0.4679,0,209,825,4797
116,6,-3.8855,7.7938,-0.5181,0,162,847,4797
116,7,0.4846,2.387,-1.2116,-1.9033,218,560,4797
116,8,1.6155,2.1888,0,-1.9033,218,560,4797
117,1,0.2507,1.3687,-0.2089,0,316,749,4830
117,2,0.688,1.4934,-0.688,0,176,831,4830
117,3,0.6824,3.1878,-0.3899,0,162,872,4830
117,4,-4.6793,5.6845,-2.8076,0,210,822,4830
117,5,-1.1698,7.7784,-0.4679,0,210,822,4830
117,6,-3.8855,7.7938,-0.5181,0,162,845,4830
117,7,1.6962,2.1253,-0.0808,-1.4275,207,578,4830
117,8,0.5654,2.3261,-1.2924,-1.4275,207,578,4830
118,1,0.156,1.2893,-0.195,0,263,772,4864
118,2,0.5793,1.3781,-0.1337,0,299,753,4864
118,3,-0.0446,1.4675,-0.312,0,299,753,4864
118,4,0.6824,3.1878,-0.3899,0,160,878,4864
118,5,-4.6793,5.5628,-3.0415,0,214,819,4864
118,6,-1.1698,7.7784,-0.4679,0,214,819,4864
118,7,-3.8855,7.7938,-0.5181,0,164,842,4864
118,8,1.6155,2.1828,0.1615,-1.4275,203,575,4864
118,9,0.4846,2.4623,-1.05,-1.4275,203,575,4864
119,1,0.5793,1.3781,0.1337,0,298,753,4897
119,2,0.0446,1.4456,-0.4011,0,298,753,4897
119,3,0.7409,1.4678,-0.688,0,164,830,4897
119,4,0.6824,3.1878,-0.3899,0,165,872,4897
119,5,-4.4453,5.7515,-3.0415,0,209,824,4897
119,6,-1.1698,7.7784,-0.4679,0,209,824,4897
119,7,-3.6264,7.8965,-0.7771,0,171,843,4897
119,8,-3.5484,8.1171,2.4566,0,151,771,4897
119,9,1.7297,1.7738,-0.5264,-1.9033,281,568,4897
120,1,0.2089,1.3687,-0.2507,0,313,750,4930
120,2,0.1671,1.3814,-0.2089,0,313,750,4930
120,3,0.6824,3.1878,-0.3899,0,156,879,4930
120,4,-4.6793,5.5628,-3.0415,0,213,821,4930
120,5,-1.1698,7.7784,-0.4679,0,213,821,4930
120,6,-4.4509,7.6076,0.2618,0,181,827,4930
120,7,1.089,1.0842,-0.4261,-1.4275,372,574,4930
120,8,1.8049,1.6972,-0.5264,-1.4275,204,596,4930
121,1,0.1253,1.3789,-0.2507,0,309,752,4963
121,2,0.7102,1.179,0.2925,0,309,752,4963
121,3,0.6685,1.1922,0.3342,0,309,752,4963
121,4,0.752,1.3641,-0.6518,0,189,800,4963
121,5,0.6824,3.1878,-0.3899,0,155,880,4963
121,6,-4.6793,5.5628,-3.0415,0,223,812,4963
121,7,-1.1698,7.7784,-0.4679,0,223,812,4963
121,8,-4.1891,7.7593,0,0,182,828,4963
121,9,1.8104,1.5937,-0.3621,-1.4275,160,598,4963
122,1,0.1253,1.3707,-0.2925,0,301,751,4997
122,2,0.752,1.1626,0.2507,0,301,751,4997
122,3,0.7938,1.3526,-0.8467,0,157,833,4997
122,4,0.6824,3.1878,-0.3899,0,154,879,4997
122,5,-4.6793,5.6845,-2.8076,0,213,820,4997
122,6,-1.1698,7.7784,-0.4679,0,213,820,4997
122,7,-4.1445,7.6724,-0.259,0,162,845,4997
122,8,1.0027,1.2181,-0.6016,1.4275,230,550,4997
122,9,1.7157,1.1204,-0.2451,-1.4275,277,601,4997
123,1,0.2089,1.3757,-0.2089,0,335,746,5030
123,2,0.752,1.1283,0.376,0,335,746,5030
123,3,0.688,1.4934,-0.688,0,168,829,5030
123,4,-4.6793,5.5628,-3.0415,0,207,821,5030
123,5,-1.1698,7.7784,-0.4679,0,207,821,5030
123,6,-3.6264,7.8965,-0.7771,0,166,845,5030
123,7,-3.5484,8.0294,2.7296,0,150,769,5030
123,8,1.103,1.1761,-0.5014,1.4275,243,562,5030
123,9,1.4623,1.3187,-0.0585,-0.9517,244,670,5030
124,1,0.1671,1.3662,-0.2925,0,320,750,5063
124,2,0.752,1.1626,0.2507,0,320,750,5063
124,3,0.635,1.5395,-0.635,0,153,833,5063
124,4,-4.6793,5.5628,-3.0415,0,210,821,5063
124,5,-1.1698,7.7784,-0.4679,0,210,821,5063
124,6,-3.8855,7.7938,-0.5181,0,157,850,5063
125,1,0.2089,1.3604,-0.2925,0,315,754,5096
125,2,-4.6793,5.5628,-3.0415,0,215,822,5096
125,3,-1.1698,7.7784,-0.4679,0,215,822,5096
125,4,-3.8855,7.7938,-0.5181,0,161,849,5096
126,1,0.1253,1.3707,-0.2925,0,307,750,5130
126,2,0.752,1.1708,0.2089,0,307,750,5130
126,3,-4.6793,5.5628,-3.0415,0,213,820,5130
126,4,-1.1698,7.7784,-0.4679,0,213,820,5130
126,5,-3.8855,7.8068,-0.259,0,159,850,5130
127,1,0.0836,1.389,-0.2089,0,285,751,5163
127,2,0.7409,1.4134,-0.7938,0,151,832,5163
127,3,-4.6793,5.5628,-3.0415,0,210,822,5163
127,4,-1.1698,7.7784,-0.4679,0,210,822,5163
127,5,-3.8855,7.7938,-0.5181,0,162,847,5163
127,6,-4.1891,7.7593,0,0,175,835,5163
128,1,0.1671,1.3745,-0.2507,0,330,750,5197
128,2,0.752,1.1414,0.3342,0,330,750,5197
128,3,0.5821,1.5993,-0.5292,0,156,833,5197
128,4,-4.6793,5.5628,-3.0415,0,210,821,5197
128,5,-1.1698,7.7784,-0.4679,0,210,821,5197
128,6,-3.6264,7.9177,-0.5181,0,166,844,5197
129,1,0,1.3971,-0.1671,0,297,750,5230
129,2,-4.6793,5.5628,-3.0415,0,209,822,5230
129,3,-1.1698,7.7784,-0.4679,0,209,822,5230
129,4,-3.6264,7.9177,-0.5181,0,158,854,5230
130,1,0,1.3971,-0.1671,0,300,749,5263
130,2,0.688,1.4934,-0.688,0,168,829,5264
130,3,-4.6793,5.5628,-3.0415,0,212,821,5264
130,4,-1.1698,7.7784,-0.4679,0,212,821,5264
130,5,-3.6264,7.9177,-0.5181,0,159,852,5264
131,1,0.1671,1.3745,-0.2507,0,307,750,5296
131,2,-4.6793,5.5628,-3.0415,0,213,821,5296
131,3,-1.1698,7.7784,-0.4679,0,213,821,5296
131,4,-3.8855,7.8068,-0.259,0,161,850,5296
132,1,0.0418,1.3909,-0.2089,0,295,751,5330
132,2,-4.6793,5.5628,-3.0415,0,208,822,5330
132,3,-1.1698,7.7784,-0.4679,0,208,822,5330
132,4,-3.6264,7.9177,-0.5181,0,163,848,5330
132,5,-3.5484,8.1947,2.1837,0,151,770,5330
133,1,0.0836,1.3821,-0.2507,0,292,750,5364
133,2,-4.6793,5.5628,-3.0415,0,213,819,5364
133,3,-1.1698,7.7784,-0.4679,0,213,819,5364
133,4,-3.6264,7.9177,-0.5181,0,156,855,5364
134,1,0.0836,1.3821,-0.2507,0,301,753,5396
134,2,-4.6793,5.5628,-3.0415,0,211,819,5396
134,3,-1.1698,7.7784,-0.4679,0,211,819,5396
134,4,-3.6264,7.9177,-0.5181,0,157,854,5396
135,1,0.1253,1.3859,-0.2089,0,310,749,5430
135,2,-4.6793,5.5628,-3.0415,0,211,820,5430
135,3,-1.1698,7.7784,-0.4679,0,211,820,5430
135,4,-3.6264,7.9177,-0.5181,0,165,848,5430
136,1,0.1671,1.3814,-0.2089,0,291,751,5463
136,2,0.7938,1.0841,0.4178,0,291,751,5463
136,3,-4.6793,5.5628,-3.0415,0,207,823,5463
136,4,-1.1698,7.7784,-0.4679,0,207,823,5463
136,5,-3.6264,7.9177,-0.5181,0,160,852,5463
137,1,0,1.3971,-0.1671,0,288,748,5496
137,2,-4.6793,5.5628,-3.0415,0,208,822,5496
137,3,-1.1698,7.7784,-0.4679,0,208,822,5496
137,4,-3.8855,7.7938,-0.5181,0,163,849,5496
137,5,-3.5484,8.1171,2.4566,0,152,776,5496
138,1,0.2507,1.3534,-0.2925,0,320,751,5530
138,2,0.8356,1.0817,0.3342,0,320,751,5530
138,3,-4.6793,5.5628,-3.0415,0,208,823,5530
138,4,-1.1698,7.7784,-0.4679,0,208,823,5530
138,5,-3.8855,7.7938,-0.5181,0,161,850,5530
139,1,0.1671,1.3662,-0.2925,0,296,751,5563
139,2,-4.6793,5.5628,-3.0415,0,207,822,5563
139,3,-1.1698,7.7784,-0.4679,0,207,822,5563
139,4,-3.8855,7.7938,-0.5181,0,164,847,5563
140,1,0.1253,1.3789,-0.2507,0,310,749,5596
140,2,-4.6793,5.5628,-3.0415,0,207,823,5596
140,3,-1.1698,7.7784,-0.4679,0,207,823,5596
140,4,-3.6264,7.9177,-0.5181,0,159,852,5596
140,5,1.0528,0.7494,-0.234,-1.4275,223,559,5596
141,1,0.1253,1.3859,-0.2089,0,311,746,5630
141,2,-4.6793,5.5628,-3.0415,0,206,823,5630
141,3,-1.1698,7.7784,-0.4679,0,206,823,5630
141,4,-3.8855,7.7938,-0.5181,0,165,847,5630
142,1,0.1253,1.3789,-0.2507,0,309,750,5663
142,2,-4.6793,5.5628,-3.0415,0,206,825,5663
142,3,-1.1698,7.7784,-0.4679,0,206,825,5663
142,4,-3.8855,7.7938,-0.5181,0,164,847,5663
142,5,0.9776,0.7144,0.1448,-0.4758,232,762,5663
143,1,0.0836,1.389,-0.2089,0,295,754,5696
143,2,-4.6793,5.5628,-3.0415,0,207,823,5696
143,3,-1.1698,7.7784,-0.4679,0,207,823,5696
143,4,-3.8855,7.7938,-0.5181,0,163,848,5696
143,5,0.9359,0.6247,0.0334,-0.9517,385,590,5696
144,1,0.0836,1.389,-0.2089,0,297,754,5730
144,2,-4.6793,5.5628,-3.0415,0,210,820,5730
144,3,-1.1698,7.7784,-0.4679,0,210,820,5730
144,4,-3.8855,7.7938,-0.5181,0,162,850,5730
145,1,0.1253,1.3789,-0.2507,0,299,753,5763
145,2,0.0836,1.389,-0.2089,0,299,753,5763
145,3,0.7409,1.4418,-0.7409,0,151,832,5763
145,4,-4.6793,5.5628,-3.0415,0,203,826,5763
145,5,-1.1698,7.7784,-0.4679,0,203,826,5763
145,6,-3.8855,7.7938,-0.5181,0,160,851,5763
146,1,0.1253,1.3789,-0.2507,0,299,750,5796
146,2,0.5821,1.5808,-0.5821,0,153,833,5796
146,3,-4.6793,5.5628,-3.0415,0,206,824,5796
146,4,-1.1698,7.7784,-0.4679,0,206,824,5796
146,5,-3.8855,7.7938,-0.5181,0,163,849,5796
147,1,0.1253,1.3789,-0.2507,0,302,750,5829
147,2,-4.6793,5.5628,-3.0415,0,206,824,5829
147,3,-1.1698,7.7784,-0.4679,0,206,824,5829
147,4,-3.8855,7.7938,-0.5181,0,163,848,5829
147,5,-3.5484,8.1171,2.4566,0,150,773,5829
148,1,0.1253,1.3859,-0.2089,0,280,772,5863
148,2,-4.6793,5.5628,-3.0415,0,205,825,5863
148,3,-1.1698,7.7784,-0.4679,0,205,825,5863
148,4,-3.8855,7.7938,-0.5181,0,163,848,5863
149,1,0.0836,1.389,-0.2089,0,303,752,5897
149,2,-4.6793,5.5628,-3.0415,0,206,823,5897
149,3,-1.1698,7.7784,-0.4679,0,206,823,5897
149,4,-3.8855,7.7938,-0.5181,0,167,844,5897
150,1,0.0836,1.389,-0.2089,0,289,764,5930
150,2,-4.6793,5.5628,-3.0415,0,204,825,5930
150,3,-1.1698,7.7784,-0.4679,0,204,825,5930
150,4,-3.8855,7.7938,-0.5181,0,168,843,5930
151,1,0.1253,1.3789,-0.2507,0,280,774,5964
151,2,-4.6793,5.5628,-3.0415,0,205,825,5964
151,3,-1.1698,7.7784,-0.4679,0,205,825,5964
151,4,-3.8855,7.7938,-0.5181,0,164,847,5964
152,1,0.1253,1.3859,-0.2089,0,270,785,5996
152,2,-4.6793,5.5628,-3.0415,0,206,824,5996
152,3,-1.1698,7.7784,-0.4679,0,206,824,5996
152,4,-3.8855,7.7938,-0.5181,0,164,847,5996
152,5,0.9024,0.584,0.3342,-1.9033,338,544,5996
153,1,0.1253,1.3859,-0.2089,0,278,775,6029
153,2,-4.6793,5.5628,-3.0415,0,206,823,6029
153,3,-1.1698,7.7784,-0.4679,0,206,823,6029
153,4,-3.8855,7.7938,-0.5181,0,162,849,6029
153,5,0.8272,0.5353,0.3064,-1.9033,256,574,6029
154,1,0.0836,1.389,-0.2089,0,289,765,6063
154,2,-4.6793,5.5628,-3.0415,0,203,827,6063
154,3,-1.1698,7.7784,-0.4679,0,203,827,6063
154,4,-3.8855,7.7938,-0.5181,0,164,848,6063
155,1,0.0836,1.389,-0.2089,0,284,770,6096
155,2,-4.6793,5.5628,-3.0415,0,203,827,6096
155,3,-1.1698,7.7784,-0.4679,0,203,827,6096
155,4,-3.8855,7.7938,-0.5181,0,161,851,6096
156,1,0.1253,1.3859,-0.2089,0,270,784,6130
156,2,-4.6793,5.5628,-3.0415,0,204,825,6130
156,3,-1.1698,7.7784,-0.4679,0,204,825,6130
156,4,-3.8855,7.7938,-0.5181,0,165,847,6130
157,1,0.1253,1.3859,-0.2089,0,280,772,6163
157,2,-4.6793,5.5628,-3.0415,0,208,822,6163
157,3,-1.1698,7.7784,-0.4679,0,208,822,6163
157,4,-3.8855,7.7938,-0.5181,0,170,841,6163
157,5,-1.0027,0.5105,-0.0334,-2.3791,264,520,6163
157,6,0.6685,0.7543,-0.5014,-2.3791,264,520,6163
158,1,0.0836,1.389,-0.2089,0,261,793,6196
158,2,-4.6793,5.5628,-3.0415,0,206,824,6196
158,3,-1.1698,7.7784,-0.4679,0,206,824,6196
158,4,-3.8855,7.7938,-0.5181,0,167,845,6196
158,5,-0.9804,0.3218,0,-2.855,216,573,6196
158,6,0.5398,0.517,0.376,-0.9517,190,667,6196
159,1,0.1253,1.3859,-0.2089,0,264,789,6230
159,2,-4.6793,5.5628,-3.0415,0,205,825,6230
159,3,-1.1698,7.7784,-0.4679,0,205,825,6230
159,4,-3.8855,7.7938,-0.5181,0,164,848,6230
159,5,0.5398,0.517,0.376,-0.9517,224,667,6230
160,1,0.1253,1.3859,-0.2089,0,235,819,6263
160,2,-4.6793,5.5628,-3.0415,0,204,825,6263
160,3,-1.1698,7.7784,-0.4679,0,204,825,6263
160,4,-3.8855,7.7938,-0.5181,0,166,845,6263
160,5,0.5125,0.4786,0.2674,-0.9517,271,692,6263
161,1,0.1253,1.3859,-0.2089,0,252,801,6296
161,2,-4.6793,5.5628,-3.0415,0,202,827,6296
161,3,-1.1698,7.7784,-0.4679,0,202,827,6296
161,4,-3.8855,7.7938,-0.5181,0,167,844,6296
161,5,0.3314,1.5006,-0.4261,-1.9033,188,596,6296
161,6,0.5793,0.4425,0.1783,-1.4275,279,671,6296
162,1,0.1253,1.3859,-0.2089,0,256,797,6330
162,2,-4.6793,5.5628,-3.0415,0,205,825,6330
162,3,-1.1698,7.7784,-0.4679,0,205,825,6330
162,4,-3.8855,7.7938,-0.5181,0,165,846,6330
162,5,0.5264,0.3802,0.0975,-1.4275,316,690,6330
163,1,0.1253,1.3789,-0.2507,0,219,835,6363
163,2,0.0836,1.389,-0.2089,0,219,835,6363
163,3,-4.6793,5.5628,-3.0415,0,203,825,6363
163,4,-1.1698,7.7784,-0.4679,0,203,825,6363
163,5,-3.8855,7.7938,-0.5181,0,166,844,6363
163,6,0.5069,0.4174,0,-1.4275,195,709,6363
163,7,0.8467,1.1869,0.3565,-1.4275,168,624,6363
163,8,-6.3727,4.7611,-2.1591,-1.4275,276,594,6363
164,1,0.1253,1.3789,-0.2507,0,167,888,6396
164,2,-4.6793,5.5628,-3.0415,0,206,823,6396
164,3,-1.1698,7.7784,-0.4679,0,206,823,6396
164,4,-3.8855,7.7938,-0.5181,0,168,843,6396
164,5,0.4679,0.4456,-0.117,-0.9517,253,778,6396
165,1,-4.6793,5.5628,-3.0415,0,213,819,6430
165,2,-1.1698,7.7784,-0.4679,0,213,819,6430
165,3,-4.1445,7.6724,-0.259,0,164,846,6430
166,1,0.6824,3.1982,-0.2925,0,158,874,6463
166,2,-4.6793,5.5628,-3.0415,0,206,826,6463
166,3,-1.1698,7.7784,-0.4679,0,206,826,6463
166,4,-3.8855,7.7938,-0.5181,0,169,841,6463
166,5,-3.5484,8.1171,2.4566,0,151,772,6463
166,6,0.1838,0.4778,-0.234,0.4758,151,903,6463
167,1,0.5849,3.2248,-0.195,0,163,857,6496
167,2,-4.6793,5.5628,-3.0415,0,198,835,6496
167,3,-1.1698,7.7784,-0.4679,0,198,835,6496
167,4,-3.6264,7.9177,-0.5181,0,170,840,6496
167,5,-3.5484,8.1171,2.4566,0,150,773,6496
167,6,0.2173,0.4916,-0.1671,0.4758,158,877,6496
168,1,1.6712,2.1874,-0.5849,0,154,884,6530
168,2,0.5849,3.1937,-0.4874,0,150,868,6530
168,3,-4.6793,5.5628,-3.0415,0,210,826,6530
168,4,-1.1698,7.7784,-0.4679,0,210,826,6530
168,5,-3.6264,7.9177,-0.5181,0,165,844,6530
168,6,-3.5484,8.1947,2.1837,0,157,768,6530
169,1,0.0836,1.3946,-0.1671,0,160,885,6563
169,2,0.5849,3.2175,-0.2925,0,161,866,6563
169,3,-4.6793,5.5628,-3.0415,0,206,827,6563
169,4,-1.1698,7.7784,-0.4679,0,206,827,6563
169,5,-3.8855,7.7938,-0.5181,0,166,844,6563
169,6,-3.2755,8.3746,1.9107,0,155,771,6563
170,1,0.5849,3.2248,-0.195,0,176,869,6596
170,2,-4.6793,5.5628,-3.0415,0,201,828,6596
170,3,-1.1698,7.7784,-0.4679,0,201,828,6596
170,4,-3.8855,7.7938,-0.5181,0,173,840,6596
171,1,-4.4453,5.7515,-3.0415,0,212,820,6629
171,2,-1.1698,7.7784,-0.4679,0,212,820,6629
171,3,-4.1891,7.7549,0.2618,0,179,830,6629
171,4,-3.8214,7.9922,2.4566,0,157,768,6629
172,1,1.6712,2.1045,-0.8356,0,166,870,6663
172,2,-4.6793,5.5628,-3.0415,0,212,818,6663
172,3,-1.1698,7.7784,-0.4679,0,212,818,6663
172,4,-3.8855,7.7938,-0.5181,0,167,848,6663
173,1,-4.6793,5.5628,-3.0415,0,217,820,6696
173,2,-1.1698,7.7784,-0.4679,0,217,820,6696
173,3,-3.8855,7.7938,-0.5181,0,157,852,6696
173,4,-3.2755,8.4807,1.3648,0,150,770,6696
174,1,0.195,0.6243,-0.0585,0,164,970,6729
174,2,1.7547,2.0677,-0.752,0,179,874,6729
174,3,-4.6793,5.5628,-3.0415,0,213,819,6729
174,4,-1.4038,7.7502,-0.234,0,213,819,6729
174,5,-3.8855,7.8068,-0.259,0,163,846,6729
174,6,-3.8214,7.9031,2.7296,0,152,768,6729
175,1,-4.6793,5.5628,-3.0415,0,206,829,6763
175,2,-1.1698,7.7784,-0.4679,0,206,829,6763
175,3,-3.8855,7.7938,-0.5181,0,174,838,6763
176,1,-1.1698,7.7784,-0.4679,0,211,824,6796
176,2,-4.4453,5.6215,-3.2755,0,211,824,6796
176,3,-3.8855,7.7938,-0.5181,0,166,846,6796
177,1,-1.1698,7.7784,-0.4679,0,215,818,6831
177,2,-4.4453,5.6215,-3.2755,0,215,818,6831
177,3,-4.1891,7.7593,0,0,178,832,6831
178,1,-4.6793,5.5628,-3.0415,0,211,821,6864
178,2,-1.1698,7.7784,-0.4679,0,211,821,6864
178,3,-3.8855,7.7938,-0.5181,0,169,841,6864
178,4,-3.5484,8.1171,2.4566,0,153,769,6864
178,5,-0.0501,0.6581,0.5264,1.4275,225,585,6864
178,6,0.312,0.6811,-0.0446,-0.4758,171,897,6864
179,1,1.6712,2.1874,-0.5849,0,156,881,6897
179,2,-4.6793,5.5628,-3.0415,0,212,820,6897
179,3,-1.1698,7.7784,-0.4679,0,212,820,6897
179,4,-3.6264,7.9177,-0.5181,0,173,837,6897
