frame_id,imu_idx,accel_x,accel_y,accel_z,free_accel_x,free_accel_y,free_accel_z,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z,rate_x,rate_y,rate_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,temperature,status_byte,packet_counter,time_fine
1,1,-0.698849,-0.0345102,9.78964,0.0262318,-1.68344,0.994318,-0.00699017,-0.000355758,0.0978963,1,5.32419e-05,-8.61264e-06,1.65478e-05,0.0106484,-0.00172253,0.00330956,0,0,0,0,0.07177,0.318022,-1.16295,36.5,3,39354,17094248
1,2,-0.505688,-0.0340016,7.34224,0.0262318,-1.68344,0.994318,-0.00505718,-0.000343644,0.0734224,1,2.30373e-05,-2.10652e-06,2.42162e-05,0.00460746,-0.000421304,0.00484323,0,0,0,0,0.0601813,0.509238,-0.989448,36.375,1,2111,19925030
1,3,-0.505688,-0.0340016,7.34224,0.0262318,-1.68344,0.994318,-0.00505718,-0.000343644,0.0734224,1,2.30373e-05,-2.10652e-06,2.42162e-05,0.00460746,-0.000421304,0.00484323,0,0,0,0,0.0601813,0.509238,-0.989448,36.375,1,2111,19925030
1,4,-0.679519,-0.0632383,9.78162,0.0699947,-0.51863,0.985715,-0.00679852,-0.000641308,0.0978159,1,4.49456e-05,-1.70509e-05,9.72669e-06,0.00898911,-0.00341018,0.00194534,0,0,0,0,0.05933,0.509165,-0.984901,36.375,1,2112,19925130
2,1,-0.679519,-0.0632383,9.78162,0.0699947,-0.51863,0.985715,-0.00679852,-0.000641308,0.0978159,1,4.49456e-05,-1.70509e-05,9.72669e-06,0.00898911,-0.00341018,0.00194534,0,0,0,0,0.05933,0.509165,-0.984901,36.375,1,2112,19925130
2,2,-0.675175,-0.083334,9.79397,0.0756309,-0.533513,1.00092,-0.00675387,-0.000843729,0.0979395,1,5.17444e-05,-1.09803e-05,1.87547e-05,0.0103489,-0.00219605,0.00375095,0,0,0,0,0.0579688,0.508635,-0.981876,36.375,1,2113,19925230
2,3,-0.675175,-0.083334,9.79397,0.0756309,-0.533513,1.00092,-0.00675387,-0.000843729,0.0979395,1,5.17444e-05,-1.09803e-05,1.87547e-05,0.0103489,-0.00219605,0.00375095,0,0,0,0,0.0579688,0.508635,-0.981876,36.375,1,2113,19925230
2,4,-0.670934,-0.0752431,9.78519,0.0802596,-0.534142,0.986505,-0.00671242,-0.000764384,0.0978516,1,6.02099e-05,-1.58418e-05,1.26403e-05,0.012042,-0.00316836,0.00252805,0,0,0,0,0.0598852,0.509107,-0.981874,36.375,1,2114,19925330
3,1,-0.670934,-0.0752431,9.78519,0.0802596,-0.534142,0.986505,-0.00671242,-0.000764384,0.0978516,1,6.02099e-05,-1.58418e-05,1.26403e-05,0.012042,-0.00316836,0.00252805,0,0,0,0,0.0598852,0.509107,-0.981874,36.375,1,2114,19925330
3,2,-0.679768,-0.0683478,9.79717,0.0729219,-0.53336,0.994089,-0.00679832,-0.000694994,0.0979716,1,5.80624e-05,-3.37005e-06,1.02796e-05,0.0116125,-0.00067401,0.00205591,0,0,0,0,0.0611648,0.511624,-0.986875,36.375,1,2115,19925430
3,3,-0.679768,-0.0683478,9.79717,0.0729219,-0.53336,0.994089,-0.00679832,-0.000694994,0.0979716,1,5.80624e-05,-3.37005e-06,1.02796e-05,0.0116125,-0.00067401,0.00205591,0,0,0,0,0.0611648,0.511624,-0.986875,36.375,1,2115,19925430
3,4,-0.668586,-0.0755079,9.7906,0.0792494,-0.536003,0.986112,-0.00668754,-0.000763362,0.0979058,1,4.14102e-05,-8.67272e-06,1.29846e-05,0.00828204,-0.00173454,0.00259693,0,0,0,0,0.061115,0.510215,-0.989936,36.375,1,2116,19925530
4,1,-0.668586,-0.0755079,9.7906,0.0792494,-0.536003,0.986112,-0.00668754,-0.000763362,0.0979058,1,4.14102e-05,-8.67272e-06,1.29846e-05,0.00828204,-0.00173454,0.00259693,0,0,0,0,0.061115,0.510215,-0.989936,36.375,1,2116,19925530
4,2,-0.672923,-0.0717139,9.79269,0.0774049,-0.536347,0.995664,-0.00673132,-0.000726747,0.0979267,1,4.73504e-05,-1.08702e-05,2.48308e-05,0.00947008,-0.00217404,0.00496617,0,0,0,0,0.0597125,0.509233,-0.988941,36.375,1,2117,19925630
4,3,-0.672923,-0.0717139,9.79269,0.0774049,-0.536347,0.995664,-0.00673132,-0.000726747,0.0979267,1,4.73504e-05,-1.08702e-05,2.48308e-05,0.00947008,-0.00217404,0.00496617,0,0,0,0,0.0597125,0.509233,-0.988941,36.375,1,2117,19925630
4,4,-0.669235,-0.0709791,9.79674,0.0743433,-0.532788,1.00223,-0.00669386,-0.000718695,0.0979672,1,4.4072e-05,-7.87496e-06,2.01074e-05,0.00881441,-0.00157499,0.00402148,0,0,0,0,0.058392,0.507709,-0.984929,36.375,1,2118,19925730
7,1,-0.669235,-0.0709791,9.79674,0.0743433,-0.532788,1.00223,-0.00669386,-0.000718695,0.0979672,1,4.4072e-05,-7.87496e-06,2.01074e-05,0.00881441,-0.00157499,0.00402148,0,0,0,0,0.058392,0.507709,-0.984929,36.375,1,2118,19925730
7,2,-0.658248,-0.0717568,9.78615,0.0941067,-0.535959,0.989974,-0.00658685,-0.000729432,0.0978612,1,6.00555e-05,-2.23851e-05,8.32962e-06,0.0120111,-0.00447703,0.00166592,0,0,0,0,0.055604,0.507661,-0.980876,36.375,1,2119,19925830
7,3,-0.658248,-0.0717568,9.78615,0.0941067,-0.535959,0.989974,-0.00658685,-0.000729432,0.0978612,1,6.00555e-05,-2.23851e-05,8.32962e-06,0.0120111,-0.00447703,0.00166592,0,0,0,0,0.055604,0.507661,-0.980876,36.375,1,2119,19925830
7,4,-0.67768,-0.0761573,9.78625,0.072429,-0.541971,0.985304,-0.00677885,-0.000770974,0.0978623,1,4.71305e-05,-1.05743e-05,1.29564e-05,0.00942611,-0.00211487,0.00259127,0,0,0,0,0.0569624,0.512048,-0.98129,36.375,1,2120,19925930
8,1,-0.67768,-0.0761573,9.78625,0.072429,-0.541971,0.985304,-0.00677885,-0.000770974,0.0978623,1,4.71305e-05,-1.05743e-05,1.29564e-05,0.00942611,-0.00211487,0.00259127,0,0,0,0,0.0569624,0.512048,-0.98129,36.375,1,2120,19925930
